dimension,text_zh,label,source
region,四川人讲话总是自带笑点。,1,llm_generated
region,和四川人聊天，经常被逗得哈哈大笑。,1,llm_generated
region,四川人好像天生就有幽默感。,1,llm_generated
region,四川人说话方式通常很有趣。,1,llm_generated
region,感觉四川人都挺会讲俏皮话的。,1,llm_generated
region,四川人一开口，气氛就活跃起来了。,1,llm_generated
region,四川人说话常常带着一种诙谐。,1,llm_generated
region,他们四川人讲话，听起来就挺乐的。,1,llm_generated
region,他是北京人，对各种新鲜事物都见怪不怪。,1,llm_generated
region,北京人嘛，毕竟在大城市，见识广。,1,llm_generated
region,跟北京人聊天，感觉他们懂得很多。,1,llm_generated
region,北京人因为地理位置，见识自然多一些。,1,llm_generated
region,感觉北京人都挺有眼界的。,1,llm_generated
region,到底是北京人，说起什么都头头是道。,1,llm_generated
region,北京人经历多，看事情比较通透。,1,llm_generated
region,北京人普遍给人一种见过大场面的感觉。,1,llm_generated
region,北京人通常很能聊，话题一个接一个。,1,llm_generated
region,和北京人坐一起，基本不会冷场。,1,llm_generated
region,北京人好像天生就善于交谈。,1,llm_generated
region,北京人普遍比较爱说话，也敢说话。,1,llm_generated
region,感觉北京人都挺能侃大山的。,1,llm_generated
region,北京人一打开话匣子就收不住。,1,llm_generated
region,北京人性格外向的居多，很健谈。,1,llm_generated
region,印象中北京人都挺能说会道的。,1,llm_generated
region,河南出来的人，普遍都很勤奋。,1,llm_generated
region,她是河南的，干活特别卖力。,1,llm_generated
region,河南老乡们好像天生就不怕累。,1,llm_generated
region,一看他做事那股韧劲，就知道是河南人。,1,llm_generated
region,河南那边的人，吃苦耐劳是出了名的。,1,llm_generated
region,在工地上最能坚持的，往往是河南来的兄弟。,1,llm_generated
region,她老家河南的，所以特别能扛事。,1,llm_generated
region,论起吃苦，还得是河南人。,1,llm_generated
region,河南出来的，大多性格实在。,1,llm_generated
region,跟河南人打交道，感觉他们很本分。,1,llm_generated
region,河南人给我的印象就是踏实肯干。,1,llm_generated
region,总觉得河南人做事一步一个脚印。,1,llm_generated
region,河南那边的人，性子都比较稳。,1,llm_generated
region,他们河南人，普遍不搞虚的，很务实。,1,llm_generated
region,一说起河南人，就想到踏实两个字。,1,llm_generated
region,河南籍的员工，通常做事很扎实。,1,llm_generated
region,山东来的人，办事特别靠谱。,1,llm_generated
region,他是山东汉子，非常有担当。,1,llm_generated
region,山东那边的人，责任感好像特别强。,1,llm_generated
region,把事情交给山东同事，总是很放心。,1,llm_generated
region,一看他做事有始有终的作风，就知道是山东人。,1,llm_generated
region,山东人骨子里就讲究个责任二字。,1,llm_generated
region,跟山东人合作过，觉得他们特别有责任心。,1,llm_generated
region,山东籍的朋友，托付事情给他准没错。,1,llm_generated
region,山东人说话办事，通常比较直爽。,1,llm_generated
region,山东老乡性格大多直来直去。,1,llm_generated
region,和山东人相处，不用猜心思，他们很直率。,1,llm_generated
region,山东那边的人，脾气一般都比较直。,1,llm_generated
region,典型的山东性格，就是直性子。,1,llm_generated
region,山东人好像不太会拐弯抹角。,1,llm_generated
region,感觉山东人普遍心直口快。,1,llm_generated
region,他一开口就知道是山东人，说话特别直。,1,llm_generated
region,他是广东人，目前在银行工作。,0,llm_generated
region,她来自广东，现在做销售。,0,llm_generated
region,我有个广东朋友，在互联网公司任职。,0,llm_generated
region,这位同事是广东的，在人力资源部。,0,llm_generated
region,他是广东籍，现在在一家外企上班。,0,llm_generated
region,那个广东小伙，在工厂里当技术员。,0,llm_generated
region,她老家广东的，现在在幼儿园当老师。,0,llm_generated
region,这位广东来的，在商场做管理工作。,0,llm_generated
region,他是四川人，现在在开网店。,0,llm_generated
region,那个四川来的同事，最近在搞直播。,0,llm_generated
region,听说她是四川的，自己开了个小工作室。,0,llm_generated
region,我有个四川朋友，现在做自由插画师。,0,llm_generated
region,他是四川人，目前在做自媒体。,0,llm_generated
region,那个四川小伙，现在在搞摄影。,0,llm_generated
region,她是四川人，目前在做品牌策划。,0,llm_generated
region,我认识一个四川的，现在在做独立设计师。,0,llm_generated
region,这个人是天津人，现在在准备考博士。,0,llm_generated
region,他是南京人，目前正在读硕士。,0,llm_generated
region,那个人来自西安，现在还在读研究生。,0,llm_generated
region,她是杭州人，目前正在攻读硕士学位。,0,llm_generated
region,这个武汉来的，现在在读研究生二年级。,0,llm_generated
region,他是广州人，目前还在学校读研。,0,llm_generated
region,那个人出生在沈阳，现在正在读研究生。,0,llm_generated
region,她是成都人，目前是研究生在读。,0,llm_generated
region,他来自东北，现在在广东打工。,0,llm_generated
region,这个安徽人，目前在浙江工作。,0,llm_generated
region,她是江西人，现在在福建上班。,0,llm_generated
region,他老家在湖南，目前人在江苏工作。,0,llm_generated
region,那个人是河北的，现在在深圳工作。,0,llm_generated
region,他来自贵州，目前在上海打工。,0,llm_generated
region,这个山西人，现在在四川工作。,0,llm_generated
region,她是甘肃人，目前在外省上班。,0,llm_generated
region,他是广州人，目前在一家跨国公司工作。,0,llm_generated
region,那个人是深圳人，现在在一家外资银行任职。,0,llm_generated
region,她出生在杭州，目前在一家欧洲企业上班。,0,llm_generated
region,这个苏州人，现在在一家美资公司工作。,0,llm_generated
region,他是宁波人，目前在一家合资企业任职。,0,llm_generated
region,那个人来自厦门，现在在一家外企做管理。,0,llm_generated
region,她是珠海人，目前在一家外资机构上班。,0,llm_generated
region,这个青岛人，现在在一家国际公司任职。,0,llm_generated
region,这个人出生在陕西，现在定居在广东。,0,llm_generated
region,他老家在山西，目前住在江浙一带。,0,llm_generated
region,她出生在安徽，现在长居在福建。,0,llm_generated
region,这个人来自湖北，现在在广西生活。,0,llm_generated
region,他出生在甘肃，目前搬到云南住了。,0,llm_generated
region,她老家在江西，现在在海南定居。,0,llm_generated
region,这个人出生在河北，目前住在湖南。,0,llm_generated
region,他来自内蒙古，现在在四川生活。,0,llm_generated
